# Neutrino decoupling history, from Cosmic.neff().
# N_eff = 3.042810343091757
# ln a   T_gamma [MeV]   T_nue [MeV]   T_numu [MeV]
0.4650224976249366  6.281513055991818  6.281490865770744  6.281480580162291
0.4681913051685222  6.261642929930712  6.261620447053898  6.261610034066196
0.47573429518690474  6.214596857347248  6.2145737424725676  6.214563026370364
0.4816800131931094  6.17776234369146  6.177738765423767  6.177727820225399
0.4884000174655039  6.136393960955718  6.136369741093081  6.136358535995556
0.49224176720410623  6.11286878211889  6.112844169811414  6.1128327998534955
0.5002676619303952  6.064012376313246  6.063987026431893  6.063975307725814
0.5069038651596967  6.023910584923855  6.023884668936196  6.023872672450743
0.5118495406847378  5.994197233553455  5.9941707363965655  5.9941585236894666
0.5148933077376219  5.975983361673291  5.9759565301901665  5.97594417432726
0.5226319180538197  5.929924447673103  5.929896837850973  5.929884115643409
0.5286026739411108  5.894630284333425  5.894602114238518  5.894589118091467
0.5325674249600467  5.87131018736684  5.8712815822740865  5.871268407302073
0.534815058140642  5.8581309929756005  5.858102100313996  5.858088816674751
0.5418237790322398  5.817224397292594  5.817194689373873  5.817181050038773
0.5467922474197198  5.788398943149705  5.788368703788494  5.788354811898193
0.5509887153423606  5.764163697534249  5.764133026897047  5.764118925914409
0.5531931075366765  5.751473677556849  5.751442784861998  5.751428575890495
0.5587505729660636  5.7196051368895295  5.719573492362891  5.71955899743552
0.5611627851795329  5.705827656251968  5.705795700989591  5.705781074481422
0.5690361482979565  5.661089054531493  5.661056156547886  5.661041096054091
0.5745561412008408  5.629932314417059  5.629898795958393  5.629883437018781
0.5769569151911622  5.616435090348224  5.616401308377852  5.616385822039817
0.5826335733851861  5.5846495781578875  5.584614970583927  5.584599169449016
0.5850901441492342  5.570950255743655  5.570915306311435  5.570899361294244
0.5932304695527878  5.525794628452861  5.52575862151331  5.5257421940294895
0.5989692170579934  5.494181090434736  5.494144381397959  5.494127619176978
0.6023769736544121  5.475494223410906  5.475457038365754  5.475440079572834
0.6042218870000206  5.465403995183469  5.465366511561104  5.4653494415947215
0.6114486355905471  5.426058110773803  5.426019542739746  5.426002016870512
0.616732022822879  5.397472190100625  5.397432886349138  5.397415022590018
0.6205358783335386  5.376984621420468  5.376944806622881  5.376926701931386
0.623334833772884  5.361959133151117  5.361918949458278  5.361900669452691
0.6290000926578246  5.331675193273851  5.331634112051264  5.331615472840241
0.6316305729930722  5.317672082214218  5.317630561629643  5.31761174696416
0.6398713316787705  5.27404085157793  5.273998044445525  5.27397866568693
0.6458064687338715  5.242838847276663  5.242795167652056  5.242775383522403
0.647890844475389  5.231924798154579  5.231880818968847  5.231860893960123
0.653466114242717  5.202843805237875  5.2027988026804275  5.20277848834197
0.6560201950726238  5.1895756004222795  5.189530144397901  5.189509643652256
0.664625903267797  5.145118371800164  5.145071474852521  5.145050335985625
0.6709328574056067  5.1127786038858405  5.112730706083713  5.11270910272838
0.6760888403684463  5.086491941474212  5.086443021780777  5.086421030326251
0.6789235466843067  5.072097447773752  5.072047981341188  5.072025767670854
0.6882503287469645  5.0250234458601595  5.024972285022488  5.024949327006256
0.6948554712121237  4.9919506075887545  4.991898308907502  4.991874826702591
0.7010539473922823  4.961112353268587  4.961058739609965  4.961034753796183
0.7045134202451971  4.943983945565625  4.943929621547504  4.943905343226972
0.7147794767564745  4.89350243649588  4.893446119735723  4.893420962053949
0.7173953389515677  4.880722027608362  4.880665221939722  4.880639841152752
0.7234286534466184  4.8513722160613355  4.85131410824792  4.851288208033711
0.7260963459418368  4.838451294047145  4.838392579529225  4.838366441212498
0.7356649837506285  4.792388243986219  4.792327468086834  4.79230045481456
0.7426087006138209  4.759236333506384  4.759174135793486  4.759146485278705
0.7490841451775896  4.728527198424314  4.728463401987663  4.72843514347525
0.7526722668122822  4.711596330350976  4.711531672803622  4.711503065152509
0.7637438760464421  4.659735210749394  4.659668027154488  4.65963832670946
0.7653882892561142  4.652081378487312  4.652013831633306  4.651983969023897
0.770329515673736  4.629158547921656  4.629089677253987  4.629059318117088
0.7724679911015585  4.6192730225178735  4.619203585776929  4.619173005661849
0.782117339896037  4.574928927941683  4.574857048626106  4.574825450653874
0.789465980900421  4.541443685349776  4.541370030158417  4.5413376523653595
0.7961700475657978  4.51110979685308  4.511034223876488  4.511001120273329
0.7998442034478505  4.494571415698825  4.494494815911875  4.494461302032971
0.811696204751722  4.441634532481516  4.441554767275632  4.441519910560873
0.8175516624682548  4.415712062657021  4.41563053788759  4.415595007884398
0.8228795013781376  4.392256987779314  4.392173842160095  4.392137679478343
0.8341909864711409  4.342872055307921  4.342785629715771  4.342748097211919
0.8358916850432883  4.335495142724689  4.335408237422813  4.335370498343963
0.8400805439492899  4.31737929165671  4.317290986170028  4.317252731723805
0.8419025121598467  4.309523356837268  4.309434444363686  4.309395961226617
0.851506183299518  4.268350092057635  4.2682580929720215  4.268218378701476
0.859402009451175  4.234793678838082  4.234699244190111  4.234658505132279
0.8632925860777917  4.218356490553747  4.218260718276183  4.218219470998107
0.8656046592829902  4.208618578098186  4.208521973667751  4.208480418902687
0.8756526935281468  4.166559129346219  4.166459037921153  4.166416114707484
0.883853499112417  4.132543685503291  4.1324408594864  4.132396803166275
0.8900425399074547  4.107057103366776  4.106951902758502  4.106906976598551
0.8934103129447609  4.0932546906801965  4.093148213743063  4.093102803072635
0.9062730377246558  4.040964046674285  4.040852868936662  4.040805574289696
0.9108490945060135  4.02252286884975  4.022409872258161  4.02236189885315
0.9139993498409442  4.009876595961736  4.009762294459977  4.009713844831223
0.9264041975420303  3.9604644671620903  3.9603452130847216  3.9602948428359808
0.9288530943629095  3.9507820266722353  3.950661821397404  3.9506110676786212
0.9302618262799635  3.9452229197821436  3.945102170355547  3.945051195809402
0.9335891140234495  3.9321240640854387  3.932001875035112  3.9319503758855587
0.9353815047316956  3.9250858636399846  3.9249628717297913  3.9249110863359404
0.9428649070090561  3.8958365889365267  3.895710321156691  3.89565731888244
0.9509763492137628  3.864378791851591  3.8642490814551445  3.864194736614177
0.9531693808254579  3.8559175007559197  3.8557868743345924  3.8557321644777947
0.9583811568311644  3.83588362966086  3.835750613204569  3.835695029459039
0.9606398695121054  3.827233657139932  3.827099563006835  3.8270435945144357
0.9725695682402751  3.781870304504664  3.7817306817200387  3.781672638384279
0.9776191311829748  3.76283145409108  3.7626895542260588  3.762630620774339
0.980664546451322  3.7513956223536056  3.7512521632138474  3.751192688494605
0.9819948151427539  3.746411260755245  3.746267117136242  3.7462074035368094
0.9888413443480363  3.720862716790239  3.720715111167482  3.720654150019527
0.9971734129508877  3.6900057423028  3.6898540340920327  3.6897915279788065
1.000104592130553  3.679211399463242  3.6790582703995076  3.6789952169029934
1.0015828934693451  3.6737794057831574  3.673625563804878  3.673562233801979
1.0049539448009845  3.661422758288388  3.661267070386431  3.661203105434392
1.0064769318519726  3.655853877702095  3.655697353476907  3.6556330986685026
1.0154365683060491  3.623263639486141  3.623102290526657  3.6230363028685164
1.0247620768535701  3.5896512310162767  3.589484994756657  3.589417172959536
1.0276671415007177  3.579244428275268  3.5790764897554865  3.579008090888764
1.0292271192429883  3.5736686001437534  3.573499742782818  3.573431031188025
1.040843395032091  3.532420924738599  3.532245377980875  3.5321742928608364
1.0479000576261275  3.5075966830355636  3.507417174992116  3.50734462420193
1.051684062612385  3.4943573433752624  3.4941755102851904  3.494102166780055
1.0540666613225769  3.486046903994203  3.4858635751421856  3.4857897270158653
1.0655673496816884  3.4462100664588213  3.4460196700832015  3.445943341689558
1.068556157508747  3.4359320167224072  3.4357398173648095  3.4356628362069355
1.0706634804556316  3.42870369954097  3.4285102357105544  3.428432793032257
1.0719865746162984  3.424173138910017  3.4239788838007326  3.4239011509145687
1.0746290111423529  3.4151429798728223  3.4149469573305167  3.4148686420564673
1.075774727283278  3.4112350732853383  3.4110382793467657  3.4109597098022415
1.0815763162408478  3.3915151013166756  3.3913144437315768  3.391234572976515
1.0903450219327508  3.3619259817626714  3.3617195974461556  3.361637728251891
1.0953625693556739  3.345111105669763  3.344901492930045  3.344818469250759
1.0979684919669617  3.336411477904832  3.3362000537268597  3.3361164273419512
1.0992305596622884  3.332206359813361  3.3319940277726303  3.3319101076763284
1.1053129751459494  3.3120144390282427  3.3117977783779997  3.3117124274591108
1.1144284758366303  3.2819825227429407  3.2817594960926026  3.281671965911874
1.119591767115242  3.2650925977691014  3.2648660160534546  3.2647772395081898
1.1232649547708813  3.2531302954302355  3.252900919144416  3.252811249131508
1.1248489959757553  3.247985177191061  3.247754591496905  3.2476645330393885
1.1327980466395522  3.2222885942902058  3.2220520116808093  3.221959981148534
1.143012853513373  3.1895660497793927  3.189321904216832  3.189227300788381
1.1464194180702678  3.1787277002296066  3.1784807902293855  3.178385319895682
1.1482041742661178  3.1730640431823294  3.172815679460951  3.1727197514485432
1.158510184609426  3.140556417385461  3.1402997749282884  3.1402011676037342
1.1658838015868054  3.1175029915112504  3.1172405249431714  3.117139973757863
1.169185986755841  3.107234027087617  3.1069687224735683  3.1068672937943003
1.1706805659688682  3.1025974178058  3.102330814796102  3.1022289862828556
1.1841738387099918  3.0610496388724067  3.060771498518027  3.060666002198748
1.189595859572649  3.0445116860604053  3.044228986044788  3.04412199526586
1.1924506562589505  3.035840337026534  3.035555023753216  3.03544724140977
1.1936816524016978  3.0321088754419128  3.0318224238771316  3.031714298347419
1.200112398791563  3.0126901464064293  3.0123977964072686  3.0122878622376272
1.210232879900802  2.982381409228331  2.982079914679751  2.9819670934704994
1.2121052250474333  2.9768076695274064  2.9765044986005837  2.97639113937712
1.213335582121142  2.973150726646661  2.9728464564178774  2.9727327431526636
1.2155767536834508  2.966501102755159  2.9661946631522738  2.9660803031538547
1.2166580815802763  2.9632981163903462  2.9629906130253785  2.9628759396931033
1.2214364382138254  2.9491856044554416  2.948873428115014  2.948757360874428
1.2308297458767212  2.921638983542163  2.921317736148374  2.9211988935554416
1.2341235636518961  2.9120407110775672  2.9117163135157766  2.911596489480722
1.236351583569045  2.905566103747186  2.9052395831193425  2.9051190933877877
1.2371656838713767  2.9032039311800144  2.9028766362712837  2.9027559029778844
1.2391773297951143  2.897375408560484  2.8970460272688023  2.896924690629058
1.2400450088318506  2.8948650298708127  2.8945347422280814  2.894413144441224
1.2448494588772976  2.881004091917545  2.8806688124376385  2.8805457597415995
1.254402004988311  2.853641837176199  2.8532967505942226  2.8531707691805837
1.257926766542558  2.843611363900189  2.8432626923625297  2.843135621251544
1.2596443094084786  2.8387365195675702  2.838386106879802  2.838258503442128
1.2607351404239566  2.83564479510361  2.835293278423136  2.835165336497914
1.2624826977916301  2.8306989038549317  2.8303454642486745  2.83021697885506
1.2632428732712913  2.8285501791931154  2.8281958969001812  2.8280671744228014
1.2681870410717757  2.81461469904499  2.814254963465183  2.814124689903436
1.277500676655983  2.788549971929071  2.7881800780939283  2.7880468479755933
1.2806524906445107  2.7797842772692065  2.7794109748950184  2.779276736455963
1.2826839790637927  2.7741490106803814  2.7737735181834315  2.7736386282258874
1.284555920424203  2.7689664461467607  2.768588939977305  2.768453448697035
1.2869834667374709  2.7622603203675125  2.7618799830801772  2.7617437096452924
1.2880400155168206  2.759346682712683  2.7589651063412757  2.7588284912480896
1.2986055033103185  2.730378987662345  2.7299851309914005  2.7298450650850277
1.3063006321645096  2.709472833788323  2.7090701410972167  2.708927532387273
1.3076356792778518  2.7058621213527876  2.7054579034950725  2.7053148518343426
1.3095795339954803  2.700613601978958  2.700207030878616  2.7000633330964825
1.310494351804947  2.6981471024405512  2.6977393934536735  2.697595390778079
1.3196425298996144  2.6736058086655974  2.673186806065859  2.673039727950795
1.3316490638121854  2.641735378645125  2.641301752024433  2.6411505840135616
1.3338234305738343  2.636004714955941  2.6355682468583126  2.635416333001149
1.3349841364313058  2.6329507199519684  2.6325127266351624  2.6323604134142675
1.3422019170345507  2.614038983354155  2.613591560863864  2.613436747594098
1.353417858970732  2.5849209545153973  2.584459043218009  2.584300301874979
1.3552750189418985  2.5801309661475136  2.5796666721291226  2.5795072767651024
1.357520636977732  2.5743511624161135  2.573883767274553  2.5737235792369733
1.358488634808241  2.5718637266364692  2.571394987313149  2.5712344566464678
1.3646053525174136  2.5562013314481686  2.5557241380314633  2.555561430725998
1.375285885272432  2.529081528805091  2.5285897184284445  2.5284231729828086
1.376966989642079  2.524839223754042  2.5243451273119084  2.5241779745428072
1.378113984297613  2.521948847084004  2.521453192947608  2.5212856254257128
1.3808094255237162  2.515169701989062  2.5146701810241305  2.5145016369879327
1.3820862738082993  2.5119647939020426  2.5114634008103907  2.5112943928145697
1.3921588587559452  2.486825416929857  2.4863093569572072  2.4861366612993714
1.3996864553610315  2.4682025232721623  2.4676756057147267  2.467500129810495
1.4013657677147946  2.4640670807721854  2.4635377515363794  2.4633616533802307
1.4023413047145425  2.4616679291769437  2.461137200595807  2.460960740692566
1.4042473979561423  2.4569871990669805  2.456453538213566  2.4562763704150528
1.405075213823548  2.454957145598112  2.4544222040364825  2.4542447281772866
1.4133533724976057  2.434748773212357  2.4342010927679185  2.4340205183671
1.425222803444414  2.406063853259723  2.405498096351082  2.4053130372753255
1.4259980523030762  2.4042021244096814  2.403635193552998  2.4034498403930162
1.4278404418422923  2.399783687600548  2.399213770020492  2.3990277170541305
1.428640307131303  2.3978679848819575  2.3972967633656688  2.3971104060363446
1.4330627609846134  2.3873036811582207  2.386725271553644  2.3865372259776487
1.4424693408168021  2.3649881354434177  2.3643945467808503  2.36420288548282
1.4451233894945519  2.358729724093611  2.3581318770846296  2.357939190975797
1.4473098252638181  2.3535864373560353  2.3529850896262476  2.3527915581140517
1.4485523545945709  2.350668567205776  2.350065232896996  2.34987122054762
1.4521968010576325  2.3421314174401164  2.341521936730441  2.3413265112906725
1.454409738621332  2.336962823387094  2.3363495515705135  2.336153265212272
1.4631796649591131  2.3165916751858764  2.3159634633789103  2.3157637469106493
1.4703816138704497  2.299995779785221  2.29935538947145  2.2991528400252967
1.4727702135890501  2.2945179254894925  2.293873512134582  2.2936700209275633
1.4743926505771598  2.2908047335953556  2.290157451693744  2.2899533201251363
1.475176761826949  2.28901236637015  2.2883636684551316  2.28815922700815
1.4798942894543718  2.2782583811764625  2.27760118822936  2.27739487711481
1.490150504039007  2.2550528302310493  2.2543773000248764  2.254166899451334
1.4958725071637824  2.2422093811656114  2.241523689571062  2.2413109976274876
1.496625789658319  2.2405240523341465  2.239837026355465  2.2396240324253127
1.4978532734479242  2.2377806482165994  2.237091306834627  2.2368778204935293
1.4983837594636227  2.236596070502758  2.235905722207169  2.235692022866682
1.5024875819207837  2.2274534204704266  2.2267553005479854  2.2265399498445038
1.5118968787995142  2.2066321387242005  2.2059163106199504  2.2056971543794117
1.5191671716087456  2.190677781555276  2.189948365364196  2.189726256569996
1.5200091079417992  2.1888376706644364  2.1881066857421385  2.18788423461573
1.521508080266698  2.1855655451708587  2.1848316187828716  2.1846085578223424
1.5223235095224705  2.1837876196503943  2.183052068561835  2.182828675522565
1.5264938976477966  2.1747173265195343  2.173973485714261  2.173748390812339
1.5362715409221528  2.1535993922363206  2.152836235164518  2.1526071324571316
1.5435092338488112  2.138099758524418  2.1373223999047957  2.1370903206946052
1.5452792979081864  2.1343263656484717  2.133545362027465  2.1333125539758515
1.5461991011464995  2.1323682104484245  2.131585284939212  2.1313520977647107
1.5511582561897486  2.1218417201972515  2.121048460291146  2.120813224857229
1.5608669706545355  2.1013841747581483  2.1005708079733476  2.1003315475321194
1.5636794306986153  2.095494960119607  2.0946757971964423  2.0944353684661414
1.5654941915588614  2.0917036837447998  2.09088078717048  2.090639604299296
1.5674979009445065  2.087525654048177  2.086698640692211  2.0864566249949323
1.5688156429499  2.084782694150981  2.0839528103225327  2.0837102466689204
1.5693868044850834  2.083594917081988  2.08276378233125  2.0825209810170797
1.5736875196911877  2.0746729833532322  2.0738324496575804  2.0735878561403167
1.5834205835833948  2.05462265088577  2.0537609698802686  2.0535123077306037
1.5906171868836454  2.039922487307712  2.039045270630779  2.038793594583589
1.5925974953372382  2.0358961438522427  2.035014455129943  2.0347619493003126
1.5937680153355198  2.0335200442708707  2.0326356727115433  2.032382676002974
1.5997358541982682  2.0214487652909123  2.0205507566235514  2.0202952530104747
1.6103402630440602  2.0001759455099415  1.9992538629726555  1.9989938945385881
1.6122030025975553  1.9964624641526283  1.9955361722748943  1.9952754191092907
1.614629453071612  1.9916355553990823  1.9907037885177845  1.9904420132401321
1.6156332146988674  1.98964233956365  1.9887081780572817  1.9884459799208662
1.6160660281741233  1.988783505620601  1.9878483056395246  1.98758592510713
1.6189515635696052  1.9830672144757913  1.9821251007387612  1.9818615033135127
1.6275286556556718  1.9661729279600664  1.9652103584997336  1.964943137615527
1.6336565135959618  1.954191341490677  1.9532142390886897  1.952944427027093
1.6377289885338784  1.9462690933436428  1.945282367626839  1.945010833936925
1.6383106468126374  1.945140215667553  1.9441521176783272  1.9438803381755676
1.6394978205670003  1.9428383571884993  1.9418472984839121  1.9415750172193753
1.6400098152824756  1.9418464809545253  1.940854138744628  1.94058164101724
1.643202685146195  1.9356724497380482  1.9346721155764148  1.934398267174887
1.6505066230553604  1.9216227881922239  1.9206042476992846  1.9203273062880208
1.6547415586346306  1.9135234591745887  1.9124944083251774  1.9122156729596917
1.6598727211346986  1.9037559440788105  1.9027142012761082  1.9024332932839412
1.660953146401748  1.901705662045193  1.9006612525577213  1.9003798873580717
1.66173967828646  1.9002144831715961  1.8991681336104738  1.8988864356470774
1.6628204709774905  1.8981674666611257  1.897118316590735  1.8968361613891607
1.6633133476364244  1.8972347089115698  1.8961842684391663  1.895901904682146
1.6682421142257629  1.8879323758753577  1.8868690594729431  1.8865846090429768
1.677564233206454  1.8704631151173305  1.86937557879514  1.8690871801592295
1.6845025801662032  1.857566258484211  1.856460801358257  1.8561694673975697
1.6854667121455544  1.8557812212332756  1.854673280656201  1.8543815392674992
1.686352528254772  1.854142824198717  1.8530324772000324  1.852740361530759
1.6867342874673865  1.8534371796521854  1.8523257898739232  1.8520335128853724
1.6893127221270696  1.8486782438461176  1.847559819361862  1.8472664526170688
1.696985663305285  1.8345889173392076  1.8334496419398845  1.833153031992645
1.7088813366251046  1.8129582888193392  1.8117869179403274  1.8114852887671409
1.7101099626036538  1.810738980852972  1.8095641596741194  1.8092620132007842
1.7109197850467193  1.809277694617906  1.8081005684695945  1.807798081024072
1.71787453044073  1.7967767925238767  1.795579931009093  1.7952745157620085
1.7293158136372762  1.7763997444974249  1.7751706372600111  1.7748604147779927
1.732217014264277  1.7712696271217505  1.7700323845575394  1.7697209464683112
1.7327565881548515  1.77031715473484  1.7690783994093595  1.7687667354335053
1.7329912604401485  1.7699030873671244  1.7686636512917213  1.7683518890904
1.7332393033811277  1.769465550218776  1.768225378307699  1.7679135122868084
1.7348018751262628  1.7667117345851704  1.7654669305067345  1.7651544105039048
1.742238758422558  1.7536640811085642  1.7523973071416588  1.7520816766990472
1.7540463454402444  1.733146563681671  1.731845154567687  1.7315246012201841
1.7560985178406627  1.7296052440385608  1.7282978446362376  1.727976438634613
1.7572980480582643  1.727538787646643  1.7262277479941355  1.7259058440238924
1.7578754718177991  1.7265449610329962  1.7252321401361095  1.7249099965017105
1.7613555455887067  1.7205674074364168  1.7192438680393842  1.7189202806108497
1.7706580393595768  1.7046907234200641  1.7033386706146492  1.7030112319789035
1.7773975453148203  1.693280243174605  1.6919076530373316  1.691577435192057
1.778572412504696  1.6912989666521279  1.68992280629797  1.6895921051563763
1.7793811327508826  1.689936506375009  1.688557890148642  1.6882268565560574
1.7799227779816238  1.6890246064192669  1.6876443461233914  1.6873130899755748
1.7806563938427946  1.687790402208909  1.6864078109631429  1.6860762534852947
1.781005805808231  1.6872028958640017  1.6858191836295309  1.68548748265476
1.7844999254625948  1.6813391100756572  1.67994420465007  1.6796110695758826
1.7938159490970107  1.6658048586065282  1.664380254326311  1.664043306046864
1.8004872801810885  1.654769166444419  1.6533234186032213  1.6529837522556838
1.803119671250415  1.650434892387279  1.648980829178403  1.6486400939139225
1.8036030664003553  1.6496402138419433  1.6481846253145336  1.6478436940026633
1.80431269468085  1.6484744293660256  1.6470164878206257  1.6466752688138073
1.804618941133288  1.647971585730573  1.646512623513408  1.6461712803737436
1.807162539426123  1.643801051888259  1.642333621635444  1.6419912480961942
1.8149667827097562  1.6310710713254932  1.6295777619993461  1.62923223524292
1.826676784319182  1.6121555848366338  1.6106237235735597  1.6102734966252539
1.8270836833761577  1.611502283660954  1.6099690886051303  1.6096186991480885
1.8280553808907805  1.6099433771374585  1.6084068606384774  1.6080560832964377
1.8285409819410123  1.6091649095645655  1.6076267133490754  1.6072757422378006
1.8314553961426  1.6045007437038827  1.6029524797180532  1.6026003467321746
1.8386805335050258  1.5929962447425665  1.5914231184670724  1.5910681141500627
1.8501434334897096  1.574913711592598  1.5733014138208379  1.572941887414376
1.850784674848672  1.573908273308861  1.5722937938692076  1.5719340159115402
1.8515965482380223  1.572636338993113  1.5710189759190416  1.5706588796729748
1.8519799698875334  1.5720360188953004  1.5704172800257656  1.5700570335192017
1.855814186382644  1.5660454611250145  1.5644129869542647  1.564051239915493
1.864363086720566  1.5527711228590173  1.5511081694715516  1.5507430923713739
1.8707471107423985  1.542932058516918  1.5412464713575473  1.5408789241038465
1.8723276070036832  1.5405058812225216  1.5388147068421434  1.5384465505484048
1.8742724870626393  1.5375256060981222  1.5358275650827102  1.5354586607814573
1.875425623281083  1.5357614666591712  1.5340592027574114  1.5336898556758312
1.8759687480206144  1.5349312971015785  1.5332270135921597  1.5328574581005456
1.8813126400517182  1.5267871235586754  1.5250630141216834  1.524691412883613
1.891791018978757  1.5109436983671567  1.509180947653513  1.5088053643311437
